id,language,l0,l1,l2,text
ocds-0c46vo-0022-FEB284720_Tender_FEB284720,en,machinery,restrictive_trade_practice,ports_policy,"The provision of day-to-day lift repairs planned and statutory servicing and inspections and minor improvements to housing passenger lifts in London Borough of Hammersmith and Fulham.  "
ocds-0c46vo-0022-FEB284721_Tender_FEB284721,en,farming_system,information_policy,goods_and_services,"To augment human resources needs during business operation peak periods by having easy access to skilled and flexible manpower primarily for One HMG partners.  This will allow them to deploy readily available manpower at minimal cost and within budget.  "
ocds-0c46vo-0022-FEB284728_Tender_FEB284728,en,built-up_area,Arab_League_countries,destination_of_transport,"Contract for a weed control programme for the City of Bristol contract is for spraying and control of weeds over 2 spraying cycles per year withing the city boundary circa 1 700 km of carriage ways and footways.  The contract is for 2 years and has the option to be extended up to a further 2 years.  "
ocds-0c46vo-0022-FEB284874_Tender_FEB284874,en,population_dynamics,health_policy,social_policy,"The service being procured is to provide a range of specialist information advice one to one and grouppeer support to carers of both adults and children with mental health needs.  The service provides person-centred support based on needs identified by the carer these may include health and wellbeing support advice and support to engage with clinicians and services support to access respite information about mental health issues support around social issues including employment housing and finances supported access to opportunities for social engagement.  The service is provided to carers of adults and children with mental health needs including those accessing mental health services in primary secondary or tertiary care or those who have not yet accessed services or have disengaged from services.  Carers can be of any age including young carers those aged 417 years old.  Objectives of the service  to improve outcomes independence and choices for mental health carers caring for both adults and children with mental health issues.  This includes carers of adults including young mental health carers aged 417 years and adults caring for young people under 18 years with mental health issues  to engage mental health carers in the development and evaluation of the service and to manage and respond effectively to concerns or complaints raised by carers  to recognise and value the role and expertise of carers  to proactively engage with underrepresented groups of carers this may include but limited to BME groups disabled carers LGBT carers those not registered with a Birmingham GP  to develop effective referral process and signposting arrangements with key partner agencies in health and social care  working from numerous locations across the Birmingham and Solihull CCG footprint including with Early Help and Wellbeing Hubs and Crisis Cafes  developing a referral pathway and presence within CMHTs and GP practices  to provide access to high quality information resources  to provide a range of support to mental health carers based upon a holistic understanding of their needs  to help carers to mitigate the financial impact of caring  to support carers to enjoy a life outside caring and gain access to respite from their caring role  to help protect children from inappropriate carer roles and to engage with agencies and organizations providing services to children across health education and social care  to help ensure that carers are recognised and supported as expert care partners  to help ensure that carers stay mentally and physically well and are treated with dignity and respect  to provide a service that identifies includes and gives due regard and consideration to mental health carers regardless of gender ethnicity age sexual orientation religion or belief and any other factors  to provide intelligence in respect of the needs to carers to information policy and practice amongst local mental health providers.  "
ocds-0c46vo-0022-FEB284875_Tender_FEB284875,en,social_policy,population_dynamics,educational_institution,"The young carers service will provide interventions to young people and their families that support Birmingham Childrens Trust vision and practice model as outlined in this service specification.  Interventions will be grounded in the relationship-based tradition and influenced by systemic strengths based and restorative approaches.  The young carers service will work to the Early Help guidelines as outlined in Working Together to Safeguard Children 2018 and Birminghams Early Help Strategy 20182022.  The service will work with young carers ensuring needs are addressed at the earliest opportunity preventing the escalation of need and maximising opportunities for educational and social development.  Service aims The aims of the young carers service are as follows  to carry out assessments of young carers needs  to provide a whole-family approach to supporting young carers through an integrated partnership approach  to provide early intervention and support to prevent reduce or delay escalation of need  provide young carers with personalised support so they can as individuals achieve the outcomes they need which will support them to learn develop enjoy their childhood and for them to achieve their full potential  raise awareness of young carers needs within schools and provide assistance to schools in adopting young carer friendly policies and practices  raise awareness of young carers needs amongst other universal and statutory services.  1 Service targets  to work with a minimum of 350 new young carers and their families each year  to work with at least a total of 650800 young carers and their families each year  to provide training to a minimum of 20 schools including secondary and primary schools each year and on-going support 2 Service activity The service provider will work in close partnership with other agencies to provide a co-ordinated and whole family response to meeting the needs of young carers.  The service will include the following components i a robust referral process ii complete an assessment iii targeted one-to-one support to young carers iv group work supportactivities v work with the whole family vi arrange support for the parentadult requiring care vii provide dedicated support to schools to raise awareness and support of young carers including viii work in partnership with other agencies.  "
ocds-0c46vo-0022-FEB284878_Tender_FEB284878,en,prices_policy,free_movement_of_capital,accounting,"To provide for the provision of collection sorting storage and deposit of cash cheques and postal orders from various locations around Northumberland.  Secure cash collection for Council Revenue in the form of cash cheques and postal orders.  The money has already been counted and bagged.  The supplier needs to collect from each site then send to 3 locations for banking.  Plus the company will be responsible for allocation of floats when needed.  "
ocds-0c46vo-0022-FEB284879_Tender_FEB284879,en,destination_of_transport,tax_system,distributive_trades organisation_of_transport,"The supplier shall have the ability to provide passenger transport services for taxis and coaches.  "
ocds-0c46vo-0022-FEB285103_Tender_FEB285103,en,research_policy,organisation_of_teaching,vocational_training,"The University of South Wales USW is a major player in UK higher education.  With campuses in Cardiff Pontypridd Treforest and Newport the University is renowned for its partnerships with major employers.  These partnerships are one of the many reasons that 95 of our students are in employment or further study within six months of graduating.  The focus of this feasibility study will be the Treforest campus.  USW Treforest is surrounded by green open spaces.  Our students say they love the warm and friendly welcome and community atmosphere as well as the convenience of living and studying in the same place.  Treforest reflects the Universitys history and its ambitions.  Within Treforest students can find everything they need in one place - halls of residence the library and sport centre cafes and bars to eat and drink.  The University of South Wales has four faculties Faculty of Computing Engineering and Science the academic area in which this study is focused Faculty of Business and Society Faculty of Creative Industries Faculty of Life Sciences and Education The Faculty of Computing Engineering and Science is led by the Faculty Dean and Pro Vice-Chancellor Professor Paul Harrison.  The Faculty comprises three schools Computing and Mathematics Engineering Applied Sciences This study is focused on the space requirements for the schools and Computing and Mathematics and Engineering.  The School of Computing and Mathematics offers a suite of courses ranging from foundation year to Masters in areas ranging from cyber security to data science.  We have developed maths and computing courses in consultation with businesses and professional bodies equipping students with essential skills and experience in order to gain employment when they graduate.  We also engage in high-quality research activities covering a variety of disciplines which informs our teaching and ensures students obtain the right knowledge and skills that reflect the needs of the rapidly changing industry.  The School of Engineering offers a full range of undergraduate courses in engineering subjects including aerospace civil mechanical and electrical and electronic.  The School encompasses a range of high-quality research activities covering a variety of disciplines.  These include areas such as Wireless and Optoelectronics Research and Innovation Medical and Signal Processing Energy and Advanced Control and Networking.  Our academics who are involved in these activities bring up-to-date knowledge into the classroom to benefit our students "
ocds-0c46vo-0022-FEB285135_Tender_FEB285135,en,UNO,composition_of_the_population,intellectual_property,"Lot 1 Office furniture mainland UK and islands includes but is not limited to the following scope the supply design consultancy installation and delivery of desking incl.  office bench height adjustable sitstand desks and reception desking tables incl.  general and flip top task seating incl.  office task specialised ergonomic general seating incl.  conferencevisitor and stackable seating storage incl.  tambour units bookcases display units storage units and cupboards filing cabinets and pedestals screens and accessories to participating consortium members.  It is a mandatory requirement that the potential provider can supply all of the above product types through this Framework Agreement.  It may be a requirement throughout the agreement that suppliers fulfil small orders and meet short lead times.  Suppliers must therefore note that minimum order values will not be accepted.  The estimated total value of lot 1 ex VAT is between 25 040 000 GBP and 40 000 000 GBP.  "
ocds-0c46vo-0022-FEB285158_Tender_FEB285158,en,economic_development,European_treaties,economic_policy,"Phase 3 of the IGC will help developing countries implement effective inclusive growth policies in order to lift their citizens out of poverty.  The programme will provide rigorous policy-relevant research and independent demand-led policy advice directly to country governments on key priority areas identified in DFIDs 2017 Economic Development Strategy economic governance trade and productivity cities and infrastructure and energy.  The intended impact of the programme is IGC supported policy change improves conditions for higher rates of economic growth.  The expected outcome of the programme is credible growth policies changed and implemented in developing countries.  Drawing on world-leading experts and institutions the IGC will be a flagship of the UKs offer on global prosperity.  By 2026 the IGC should be recognised as a centre of knowledge on inclusive growth able to attract significant funding from sources other than DFID.  The supplier will be able to operate in  Least Developed Countries LDCs and Low-Income Countries LICs  Fragile and conflict affected states FCAS  DFID-priority Lower Middle-Income Countries LMICs and Middle-Income Countries MICs "
ocds-0c46vo-0022-FEB285167_Tender_FEB285167,en,means_of_transport,Benelux_countries,restrictive_trade_practice,"Supply fit puncture repair and disposal of HGV Tyres as well as monthly maintenance.  This will cover a number of Tyre sizes and types.  Vehicle types are but not limited to Heavy Vans RCVs Tractor units and their trailers all on a PAYG contract.  "
ocds-0c46vo-0022-FEB285173_Tender_FEB285173,en,public_contract,information_service,nuclear_industry,"This procurement aims to appoint a Sitecore implementation partner to the British Library for the provision of Support services for 12 months with an optional 12-month extension.  We expect demand for Sitecore development services to be about 500 days per annum.  The contract will contain no contractual commitment on the British Library for provision of any particular quantity.  The British Library intends this contract to be non-exclusive with ad-hoc call-off support being provided by the successful tenderer to flexibly deliver as and when required "
ocds-0c46vo-0022-FEB285175_Tender_FEB285175,en,composition_of_the_population,technical_regulations,mining_product,"Set out in ITT documentation available via the CHEST.  httpswww. the-chest. org. uk "
ocds-0c46vo-0022-FEB285222_Tender_FEB285222,en,hydrocarbon,communications_systems,economy,"The provision of consultancy and advisory services as relevant to utilities covering but not limited to the following areas  regulatory economics  economic theory  regulatory principles  financial cost modeling  financial risk  customer research.  "
ocds-0c46vo-0022-FEB285231_Tender_FEB285231,en,soft_energy,thermal_equipment,leisure,"Natural Resources Wales intend to award at contract at Bwlch Nant yr Arian visitors centre Aberystwyth.  The visitors centre is a popular hub for many recreational activities and pursuits and also contains a cafe and a shop.  The purchase is to replace the biomass boiler and back up gas boiler to remove all redundant pipes pumps tanks etc from the existing boiler room including the rainwater harvesting system to refurbish the pellet store and to use the opportunity of the visitors centre being closed to also plumb in the coffee machine and install two stand alone electric hot water heaters in the kitchen.   The project will require removal and compliant disposal of all redundant equipment.  The project also includes any another additional equipment required including system controls heat meters along with integration of the LPG boiler and heat distribution systems within the building.   The replacement biomass boiler must compliant with OFGEMs Renewable Heat Incentive Energy Performance Certificate with the completed scheme capable of generating RHI payments for Natural Resources Wales.  The quality required is a high end high quality product that is able to last for the anticipated duration of the 20 year RHI payments "
ocds-0c46vo-0022-FEB285256_Tender_FEB285256,en,public_contract,social_sciences,storage,"NHS Wales Shared Services Partnership hosted by Velindre NHS Trust and on behalf of Powys Teaching Local Health Board are seeking a suitably qualified contractor for fire compartmentation works at Brecon Welshpool and Knighton Hospitals.  Full details are contained within the eTender Wales Invitation to Tender.  The tender will be awarded to the most economically advantageous tender based on 40 quality and 60 cost as detailed in the ITT document.  Please note that the tender closing date is 150319 at midday and any late submissions will not be considered.  The etenderwales bravosolution ref  project_41267 and itt_73314 Please direct all queries relating to this tender via the messaging function of the Bravo portal.  More details can be found at httpsetenderwales. bravosolution. co. uk "
ocds-0c46vo-0022-FEB285257_Tender_FEB285257,en,educational_institution,mining_product,nuclear_power_station,"The work comprises the demolition of existing Garage and Stores and the building of an extension to the existing school Hall including a new Entrance Lobby and Stores.  The school will be occupied for the duration of the works.  "
ocds-0c46vo-0022-FEB285287_Tender_FEB285287,en,social_policy,education,social_situation,"The contract will provide elements all connected with the provision of supported living services to people with a learning disability.  "
ocds-0c46vo-0022-FEB285290_Tender_FEB285290,en,information_policy,economic_concentration,banking,"The specific requirements for this procurement contract is the provision of an Electronic Clinical Observation System at the Royal Brompton and Harefield NHS Foundation Trust.  The supplier shall provide a high quality Electronic Observations solution across the Trust to support clinicians in providing safe and robust patient care.  The procurement documents are published on the ProContract portal which can be accessed through the web link www. lppsourcing. org This project is identified on the ProContract portal by the title Electronic Clinical Observations System at the Royal Brompton and Harefield NHS Foundation Trust.  "
ocds-0c46vo-0022-FEB285291_Tender_FEB285291,en,school_life,food_technology,space_transport,"Service StartFinish Breakfast service times 0740840.  AM break service times main server and external satellite 10451105.  Lunch service times main servery and external satellite 12451330.  Box office cafe service times 07451115 and 1230 to 0230.  Students number comment Student roll years 7 to 11 873 plus circa 50 students per year from September 2019.  Student roll sixth form 130.  Free meal entitlement 39 .  Free meal value from September 2019 229.  Staff duty meals per day 15.  Value of staff duty meal from September 2019 229.  "
ocds-0c46vo-0022-FEB285387_Tender_FEB285387,en,public_contract,nuclear_industry,organisation_of_teaching,"The University of Southampton is constructing new facilities and part of this development effort is the update of experimental facilities.  This Invitation to Tender addresses one of the requirements namely a new research Recirculating Water Tunnel RWT designed as a flexible test platform for novel hydrodynamics research work and experimental techniques.  The RWT will be installed in a newly constructed building at the University of Southamptons Boldrewood campus.  The Contractor will be required to design manufacture deliver install and undertake testing and commissioning of the RWT in accordance with the requirements and performance criteria detailed within the Invitation to Tender document set.  The Contractor shall ensure that their solution complies with all current relevant legislation standards including as applicable but not limited to British and European Standards CIBSE guides CDM Regulations and accepted best practice standards procedures.  The Contractors design must be developed to accommodate the spatial constraints of the building accounting for the access route into through the building and the final destination within the building whilst also considering health and safety aspects such as access routes around the facilities once in position maintenance of them etc.  The University is conducting this procurement using the Open procedure in accordance with the requirements of the Public Contracts Regulations 2015 PCR 2015 for the purpose of procuring the goods  services described in the Invitation to Tender document set.  The University proposes to enter into a Contract for an estimated maximum period of 5 12 years 66 months with the successful Tenderers.  This will comprise an initial estimated contract period of 18 months.  This initial contract period will consist of an estimated period of 6 months for the provision of the RWT and a 12-month warranty for ongoing support and maintenance.  The actual initial contract term will be dependent on the final agreed schedule for the provision of the RWT from contract award to final commissioning and acceptance of the RWT.  The contract will then include the option to extend by a further period of up to four years on an annual basis for the extended support and maintenance subject to satisfactory performance by the Contractor and at the discretion of the University.  The Contract will be effective on signing.  The initial term of the warranty of 12 months will run from the date of acceptance of the RWT with extensions if agreed running from the expiry of the initial contract period if so agreed by the University.  The anticipated value of the proposed RWT solution is within the range of 250 000 GBP  450 000 GBP excluding VAT.  This value includes all related components services and maintenance for the initial contract period.  "
ocds-0c46vo-0022-FEB285389_Tender_FEB285389,en,waste_management,technology,means_of_transport,"Vehicle batteries  4 NSNs Supply of batteries and associated items.  "
ocds-0c46vo-0022-FEB285396_Tender_FEB285396,en,special_chemicals,research_policy organisation_of_teaching,financial_management,"NEUPC is seeking to award a Framework Agreement for the provision of cleaning and janitorial supplies with the scope covering a range of cleaning and janitorial products including but not limited to cleaning supplies cleaning chemicals disposable paper products soap  hand cleansers and laundry products.  This agreement will be open to universities and their partners regardless of whether or not they are to be defined as contracting authorities for the purpose of the PCR 2015.  It is anticipated that some of the future call off contracts under this framework may be part funded from external streams including European Union EU funding and ERDFESF and potentially other research bodies.  All funding assessed under this framework will be considered compliant for the purposes of external funding by the named participants.  "
ocds-0c46vo-0022-FEB285412_Tender_FEB285412,en,pollution_control_measures,nuclear_industry,hydrocarbon,"The Combined Heating and Power CHP installation comprises of 2 No.  1400kWe natural gas fired CHP engines type JMS420GSN as manufactured by Jenbacher and were installed in 2005 and have been fully operational since that time.  The CHP plant has been maintained in accordance with the manufacturers requirements with the correct level of serviceoverhaul being carried out at the key milestone hours run stages.  All records are available for review including past performance reports.  It should be noted that during the major overhaul at 60000 hours the crankshafts for both engines were inspected and were deemed to be of a condition that did not require them to be replaced at that time.  Servicing.  The Maintenance Service provider shall maintain the Plant in accordance with the CHP generator unit manufacturers requirements and recommendations as set out in the following document including any amendments or variations thereto or substitutions thereof Jenbacher Technical Instruction 1100-0111 General Conditions  Operating and Maintenance and all referenced technical instructions therein.  The Maintenance Service provider shall include carrying out oil sampling and such oil changes that are necessary as the results of the oil sampling dictate.  OperationalFunctional information.  The maintenance service provider shall carry out an annual performance test that demonstrates that the continuous output rating and the continuous fuel consumption are within specification as defined in DIN -ISO 3046.  The guaranteed natural gas input is based on the rated input plus 5  ISO 3046 tolerance.  Performance Requirements The Guaranteed Electrical Performance for each CHP generator unit is 8 060 hours per Supply Year operation at no less than the minimum performance specified below  Natural Gas input LHV 95 kWNm 3   3 501 kW per machine rated input 3 334 kW  Electrical Output 1 413 kW per machine.  Essential requirements The maintenance service provider shall a facilitate the Clients ability to start up operate and stop operating the plant in accordance with the CHP generator units manufacturers instructions in a safe and efficient manner via a control signal  b use its reasonable endeavours to minimise the incidence severity and duration of outages  c carry out any generation system or other tests as reasonably required by the Client  d maintain records of plant operating performance data and supply to the Client on a timely basis or on reasonable demand such pertinent operating information as may reasonably be required  e undertake all maintenance and repair on the equipment covered under the Contract  f continuously monitor and record all plant operating conditions  g supply to the Client three-monthly performance and plant condition reports and perform any remedial work required  h carry out a full validation and condition survey of the existing CHP plant installation including all associated ancillary elements e. g.  Heat rejection radiators and provide a report of their findings within the first 3 months of the commencement of the contract  i provide details of their current labour rates and indicative services charges as part of their invitation to tender submissions  j comply with the following minimum response times to CHP generator unit trips  2 hours in the case of investigating a trip remotely and  12 hours in the case of a trip requiring a call out  k repair any defect deterioration or malfunction of the plant providing free of charge all spares replacement parts and other consuma "
ocds-0c46vo-0022-FEB285418_Tender_FEB285418,en,deepening_of_the_European_Union,social_policy,education_policy,"The National Citizen Service NCS was set up by government in 2011 to tackle some of the biggest social challenges in the UK.  Through a wide range of community programmes and projects for young adults it looks to build social cohesion mobility and engagement.  NCS is seeking to set up a number of contracts with capable Delivery Partners for delivery of additional Programmes in 2019. The resulting contracts for delivery of the services will run throughout 2019.  The trust anticipates delivering up to 5000 places throughout the contract period.  Delivery Partners will need to be able to provide end to end delivery of the NCS programme which comprises of all the Pre-programme and Programme Delivery.  This will include recruitment of young people on to programme programme delivery and the extension phase.  This can be offered on a regional or national scale however the recruitment of young people to programme must be carried out outside of schools.  NCS Programme aims to be a rite of passage for 16 and 17 year olds and to promote a more cohesive responsible and engaged society.  To support impact at this societal level the NCS Programme delivery is focused on 4 intermediate outcomes for the Service Users and their communities Social mixing  improving attitudes towards others from different backgrounds strengthening and broadening social and support networks and increasing levels of social trust.  Community involvement  increasing willingness to engage and help out acknowledge and develop an awareness of power and influence in local areas and a sense of belonging and influence with the local community.  Teamwork communication and leadership  increasing confidence in meeting new people putting forward new ideas trying new things and working in leadership positions.  Transition  facilitating the transition to adulthood by improving wellbeing and reducing levels of anxiety building resilience and empathy improving attitudes towards work education and training and facilitating healthy lifestyle choices.  In order to maximise the impact of the NCS Programme in these outcomes areas the following programme design principles shall be used by the Service Provider to shape the NCS Programmes Social mixing  Service Users shall be provided with the opportunity to mix and build relationships with people from different social backgrounds.  Challenge  Service Users shall experience a series of challenging activities that take them out of their comfort zones and develop strength of character.  Increased responsibility and independence  Service Users shall experience a progressive journey with an increasing sense of responsibility and shall develop the necessary skills to flourish after the NCS Programme.  Reflection  Service Users shall be encouraged to reflect and supported to learn from their experiences becoming more resilient confident and effective in their decisions and relationships.  Social Action  Service Users shall be enabled to connect with get involved in and impact upon their communities developing skills and knowledge that are useful for future social action and employment.  Inspiration  Service Users shall be encouraged to continue to mix with new people contribute to their community and achieve personal goals after the NCS Programme.  The contracts to be awarded by NCS Trust under this procurement exercise will be subject to the light touch regime pursuant to Regulations 74 to 76 of the Public Contracts Regulations 2015 the PCR 2015 and as a result the PCR 2015 apply as limited to those provisions.  Nothing within this Contract Notice or any other document issued pursuant to this procurement exercise shall be construed as meaning that the full scope of PCR 2015 applies nor is it intended in any way to create a contract express or implied that NCS Trust is conducting the procurement exercise in accordance with "
ocds-0c46vo-0022-FEB285436_Tender_FEB285436,en,vocational_training,educational_institution,education,"Gateshead College has a need to appoint suitably qualified organisations who hold or are currently applying for the required ESFA registrations Register of Training Organisations andor Register of Apprenticeship Training Providers to a Framework Agreement to deliver training and education in England in partnership for the academic years 20192022.  Organisations should note that inclusion on the Framework Agreement is no guarantee that any contract will be awarded.  "
ocds-0c46vo-0022-FEB285441_Tender_FEB285441,en,organisation_of_teaching,level_of_education,restrictive_trade_practice,"Framework for student module evaluation systems and associated services for Universities and Colleges in Scotland including provision of all software and any associated licensing.  Potential services include but are not limited to  system implementation  migration support  support and maintenance  hosting.  Required solutions should have the capability to operate effectively across.  Multi-campus global environments.  The agreement will be open to the members of Advanced Procurement for Universities and Colleges APUC Ltd.  Parties eligible to use the Framework Agreement are as listed in Appendix E  List of Institutions within the ITT.  Please see the tender documents for further information.  During the course of the framework there is the potential for any of the following members of the UK Universities Procurement Consortia UKUPC to join  Southern Universities Purchasing Consortium SUPC  London Universities Purchasing Consortium LUPC  North Eastern Universities Purchasing Consortium NEUPC  North Western Universities Purchasing Consortium NWUPC  Higher Education Purchasing Consortium Wales HEPCW.  "
ocds-0c46vo-0022-FEB285444_Tender_FEB285444,en,leisure,education_policy,cultural_policy,"This Procurement is for a Framework Agreement between the appointed suppliers and Staffordshire County Council to supply services on an annual call-off basis.  This framework will be for a 4 year period from 1. 8. 2019 to 31. 7. 2023 on an annual call-off basis.  In the event the agreement is extended the extension shall be on the same terms and conditions of contract as the original agreement period and will ultimately be at the County Council's sole discretion.  The County Council makes no guarantee as to the volume of business on offer and any funding values given are indicative only and intended as a general guide.  These will be subject to annual allocations made to the County Council by the ESFA.  Lot 1 aims to develop a skill acquire knowledge or pursue an interest for the purpose of cultural enrichment intellectual or creative stimulation or to improve health and well-being.  Courses may come from the following subject sector areas  agriculture horticulture animal care  hospitality and catering leisure travel and tourism including sport  arts media and publishing  social sciences and history  languages literature and culture.  Courses should also give learners the opportunity to develop their learning skills e. g.  memory reflection independence in learning and also give the opportunity to develop their personal social and employability skills.  This lot is non-accredited.  "
ocds-0c46vo-0022-FEB285503_Tender_FEB285503,en,social_policy,employment_policy,vocational_training,"This is a person centered outcome focused service.  It will focus on young peoples individual needs goals and aspirations that will enable them to successfully sustain their tenancies avoid eviction and prevent the risk homelessness.  The service will put young people at the centre of everything they do enabling them to to achieve develop and maintain their independence and life skills.  There is a focus on the service being proactive with a preventative and caring approach.  There will be an increased emphasis on health and wellbeing and promoting positive behaviours.  The Service will support individuals to develop resilience to enable them to cope with life challenges and fulfil their true potential accessing opportunities to enhance their skills and be supported on a pathway to employmenttraining.  The support hours will be tailored to individual needs with the aim of enabling young people to develop the skills to live as successful tenants once support ends.  Young people will gain in confidence motivation and skills to enable them to engage fully in the community.  The Service will comprise of a suite of options of accommodation support and community based elements.  The Service will comprise of five main elements which work seamlessly together in order to provide support that is flexible to individuals and respond to young peoples changing needs.  The five elements include  Emergency Assessment Beds  Core Supported Housing  Semi Supported Housing Flexible Support  Transitional Landlord Service  Floating Support Ability to Flex to Outreach.  As identified as II. 2. 7 - the initial duration of the contract will be 24 months from the commencement date but the Council has an option to extend by a further 12 month period.  The estimated value identified at II. 1. 5 and II. 2. 6 of 1 575 000 GBP covers the entire contract period initial term and options to extend.  The detailed service specification is available for download along with the full suite of tender documentation from httpswww. yortender. co. uk with reference number DN393068.  "
ocds-0c46vo-0022-FEB285513_Tender_FEB285513,en,electrical_industry,size_of_business,hydrocarbon,"Provision of consultancy services for major transmission and distribution projects at pre-construction stage.  Please refer to the scope of services for further information.  "
ocds-0c46vo-0022-FEB285517_Tender_FEB285517,en,implementation_of_the_budget,storage,food_technology,"Catering services accessible by staff the Judiciary Advocates other Court Users the general public and enable usherswitness service to assist witnesses and jurors to purchase.  The Catering Service provided must provide a light snack e. g.  a sandwich drink and snack that will be no more than the jurors subsistence allowance currently 5. 71 GBP.  The catering services are operated on a nil subsidy and nil cost basis on the premise that the Contractor will keep all revenues and subsequent profits generated from the services.  The Authority however make no guarantees that the operation of the catering services will be profitable.  The Authority will provide the successful Contractor access to the facilities on the court site and will not charge any rent or for the utilities used.  The Authority will also allow the Contractor to use any existing equipment which might be on site however this equipment will need to be maintained by the Contractor and returned upon expirytermination in a similar condition as at contract start.  "
ocds-0c46vo-0022-FEB285545_Tender_FEB285545,en,thermal_equipment,trends_of_opinion,social_policy,"The provision of catering outlets at the 2019 Young People's Village.  "
ocds-0c46vo-0022-FEB285546_Tender_FEB285546,en,electrical_engineering,mode_of_transport,UNO,"Bombora wishes to consult with a contractor for the installation of cable conduit rock bolting and power cable winching in an off road coastal aerial access type environment.  "
ocds-0c46vo-0022-FEB285547_Tender_FEB285547,en,military_equipment,electrical_engineering,technical_regulations,"We required delivery of an armoured subsea umbilical to support a wave energy convertor deployment period of 6 months.  The umbilical will comprise conduits for - 3 phase auxiliary power - Fibre optics communications - Pneumatic lines for compressed air delivery The contract will require the umbilical is terminated with dry-mate connectors support connection of a pulling winch wire include bend stiffening and ballast.  "
ocds-0c46vo-0022-FEB285559_Tender_FEB285559,en,machinery,industrial_policy,metallurgical_industry,"Caerphilly County Borough Council is inviting appropriately experienced and qualified bidders to submit a tender for the detailed design and construction of new industrial units at the Lawns Industrial Estate Rhymney.  "
ocds-0c46vo-0022-FEB285566_Tender_FEB285566,en,electrical_engineering,restrictive_trade_practice,pressure_equipment,"North Tyneside Council the Authority is seeking to establish a Dynamic Purchasing System DPS for operational schools and commercial buildings who will deliver a range of services to supplement the internal workforce.  The Authority have opted to establish a DPS as it is deemed the most appropriate option to meet its requirements and will enable a clear consistent and compliant route to market.  The DPS will be open to new entrants throughout its lifespan to allow coverage for ever changing requirementsincluding but not limited to new regulations and central government requirements.  The DPS is divided into the following high level lots based on the specific categories of repairs to be provided unless otherwise indicated all contracts will be for but not limited to install service and maintain Lot 1 Aquatic Play  Pool Plant Sauna Plant and Equipment.  Duration 1 year  option of 1 year extension  chemical controllers  chemical storage and containment  UV equipment  flow meters pressure and vacuum gauges  pumps and motors  regulators  dosing systems  temperature sensors and alarms.  "
ocds-0c46vo-0022-FEB285572_Tender_FEB285572,en,educational_institution,distributive_trades,public_contract,"The college is seeking an agency to supply temporary lecturing staff and non-teaching staff to support the college in the delivery of its educational needs across all sites.  It is the college's intention to proceed with awarding the tender to a primary supplier and a secondary supplier but reserves the right to use other companies if necessary.  "
ocds-0c46vo-0022-FEB285575_Tender_FEB285575,en,research,illness,research_policy,"The South West Genomics Laboratory Hub is intending to purchase equipment capable of scanning SNP Microarrays capable of CNV detection and SNP genotyping as part of the wider Pathology Sciences and the South West Genomic Laboratory Hub strategy and to meet the requirements of the NHSE National Genomic Test Directory for Cancer.  The equipment is required to streamline current service delivery onto a consolidated pipeline suitable for Cancer investigations including FFPE testing as well as facilitating more specialised applications for example combined methylation and copy number assessment or genome wide gene expression studies.  Consideration will also be given for platforms that meet the requirements of the NHSE National Genomic Test Directory for Rare Disease and Cancer.  The system must be capable of enabling batch flexibility to ensure efficient and responsive running of these urgent clinically urgent services.  "
ocds-0c46vo-0022-FEB285592_Tender_FEB285592,en,electrical_engineering,education_policy,computer_systems,"Education Scotland wishes to further strengthen the safety and security of Scotland's national digital learning platform known as Glow and has a requirement to place a contract with an external service provider for the creation and ongoing support of a bespoke safeguarding product and service to function within Glow.  Glow offers a number of different services to support learning across the curriculum.  The safeguarding product and service will be used to monitor and alert on the activity interaction and behaviour of users within this environment.  The Glow environments core components are Office 365 G Suite and WordPress.  The Glow environment is accessed via corporate and personal devices as such the product should have the capability to monitor these environments and not be device specific not require software to be loaded on the users endpoint.  Education Scotland would welcome an initial proposal for the creation and ongoing support of a safeguarding product and service including but not limited to the following capabilities within the Office 365 G Suite and WordPress environment  live keyword search  image recognition  metadata search  child safeguarding  reporting  alerting.  "
ocds-0c46vo-0022-FEB285594_Tender_FEB285594,en,storage,educational_institution,iron_and_steel_industry,"The contract is for an initial period of 3 years with 2 optional 1 year extensions.  The bidding contractors must be able to show a proven track record of operating similar contracts within budgets and guidelines.  There are currently the following numbers on roll Lothersdale Primary School - 110 pupils on roll split between 46 KS1 and reception and 64 KS2 Leybrun Primary School - 204 pupils on roll split between 80 KS1 and reception and 124 KS2 Hawes Primary School - 93 pupils on roll split between 37 KS1 and reception and 56 KS2 You must be able to show an innovative approach to providing a school meal service in line with healthy eating and sourcing fresh local produce.  Note The site visits will take place on Week Commencing 4. 3. 2019 as follows Hawes Community Primary 1145am 4. 3. 2019 Lothersdale Community Primary 1145am 7. 3. 2019 Leyburn Community Primary 1145am 8. 3. 2019 Note Deadline for return of tender is midday 11. 5. 2019.  Presentations by shortlisted Contractors will be held on 23. 5. 2019.  Please note this tender falls under the Light Touch Regime of the Public Contract Regulations 2015.  "
