id1,id2,similarity,relation
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0102-CSL_2019_5WbZ3jEeAm_Tender_CSL_2019_5WbZ3jEeAm,MEDIUM,9
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0133-129198-2019_Tender_129198-2019_td,MEDIUM,10
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0133-003061-2019_Tender_003061-2019_td,LOW,26
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0096-JAN156413_Tender_JAN156413,MEDIUM,13
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0133-033627-2019_Tender_033627-2019_td,MEDIUM,14
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0022-FEB284020_Tender_FEB284020,MEDIUM,15
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0020-britishcouncil_774_Tender_britishcouncil_774,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0133-000025-2019_Tender_000025-2019_td,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0133-000218-2019_Tender_000218-2019_td,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0133-000219-2019_Tender_000219-2019_td,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0012-305365_Tender_305365,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0012-308428_Tender_308428,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0012-310682_Tender_310682,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0012-315206_Tender_315206,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0133-000075-2019_Tender_000075-2019_td,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0133-000143-2019_Tender_000143-2019_td,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0133-000179-2019_Tender_000179-2019_td,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0133-000250-2019_Tender_000250-2019_td,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0119-158648_Tender_158648,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0119-159098_Tender_159098,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0119-159555_Tender_159555,NONE,34
ocds-0c46vo-0005-41204_Tender_41204,ocds-0c46vo-0119-159656_Tender_159656,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0064-19-9404_Tender_19-9404,MEDIUM,16
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0005-41204_Tender_41204,HIGH,1
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0133-013542-2019_Tender_013542-2019_td,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0117-146173_Tender_146173,MEDIUM,7
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0064-19-35421_Tender_19-35421,MEDIUM,8
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0022-FEB285135_Tender_FEB285135,LOW,25
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0102-CSL_2019_5WbZ3jEeAm_Tender_CSL_2019_5WbZ3jEeAm,MEDIUM,9
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0133-129198-2019_Tender_129198-2019_td,MEDIUM,10
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0133-003061-2019_Tender_003061-2019_td,LOW,26
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0096-JAN156413_Tender_JAN156413,MEDIUM,13
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0133-033627-2019_Tender_033627-2019_td,MEDIUM,14
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0022-FEB284020_Tender_FEB284020,MEDIUM,15
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0020-britishcouncil_774_Tender_britishcouncil_774,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0133-000025-2019_Tender_000025-2019_td,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0133-000218-2019_Tender_000218-2019_td,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0133-000219-2019_Tender_000219-2019_td,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0012-305365_Tender_305365,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0012-308428_Tender_308428,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0012-310682_Tender_310682,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0012-315206_Tender_315206,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0133-000075-2019_Tender_000075-2019_td,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0133-000143-2019_Tender_000143-2019_td,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0133-000179-2019_Tender_000179-2019_td,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0133-000250-2019_Tender_000250-2019_td,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0119-158648_Tender_158648,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0119-159098_Tender_159098,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0119-159555_Tender_159555,NONE,34
ocds-0c46vo-0005-41205_Tender_41205,ocds-0c46vo-0119-159656_Tender_159656,NONE,34
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0133-050390-2019_Tender_050390-2019_td,HIGH,1
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0009-DN349830-1_Tender_DN349830-1,MEDIUM,7
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0133-009468-2019_Tender_009468-2019_td,MEDIUM,8
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0022-FEB285748_Tender_FEB285748,LOW,25
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0015-1982807_Tender_1982807,MEDIUM,13
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0020-britishcouncil_774_Tender_britishcouncil_774,NONE,34
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0133-000025-2019_Tender_000025-2019_td,NONE,34
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0133-000218-2019_Tender_000218-2019_td,NONE,34
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0012-305365_Tender_305365,NONE,34
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0012-308428_Tender_308428,NONE,34
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0012-310682_Tender_310682,NONE,34
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0133-000143-2019_Tender_000143-2019_td,NONE,34
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0133-000179-2019_Tender_000179-2019_td,NONE,34
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0133-000256-2019_Tender_000256-2019_td,NONE,34
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0119-158648_Tender_158648,NONE,34
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0119-159098_Tender_159098,NONE,34
ocds-0c46vo-0005-41280_Tender_41280,ocds-0c46vo-0119-159555_Tender_159555,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-018233-2019_Tender_018233-2019_td,HIGH,1
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0064-19-27292_Tender_19-27292,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-045230-2019_Tender_045230-2019_td,HIGH,4
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-061945-2019_Tender_061945-2019_td,MEDIUM,10
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0313-181002084326F8C5C764_Tender_181002084326F8C5C764,MEDIUM,11
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-013419-2019_Tender_013419-2019_td,MEDIUM,13
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-000437-2019_Tender_000437-2019_td,MEDIUM,14
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0022-MAR288723_Tender_MAR288723,MEDIUM,15
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-040369-2019_Tender_040369-2019_td,MEDIUM,16
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-049938-2019_Tender_049938-2019_td,MEDIUM,17
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0020-britishcouncil_697_Tender_britishcouncil_697,MEDIUM,18
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-008153-2019_Tender_008153-2019_td,MEDIUM,21
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-018739-2019_Tender_018739-2019_td,MEDIUM,22
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0022-FEB285898_Tender_FEB285898,LOW,25
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0022-JAN279474_Tender_JAN279474,LOW,26
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0022-JAN279747_Tender_JAN279747,LOW,27
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0022-JAN279746_Tender_JAN279746,LOW,29
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0020-britishcouncil_774_Tender_britishcouncil_774,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-000025-2019_Tender_000025-2019_td,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-000218-2019_Tender_000218-2019_td,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-000219-2019_Tender_000219-2019_td,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-000222-2019_Tender_000222-2019_td,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0012-305365_Tender_305365,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0012-308428_Tender_308428,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0012-310682_Tender_310682,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0012-315206_Tender_315206,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0012-316017_Tender_316017,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-000075-2019_Tender_000075-2019_td,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-000143-2019_Tender_000143-2019_td,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-000179-2019_Tender_000179-2019_td,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-000250-2019_Tender_000250-2019_td,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0133-000256-2019_Tender_000256-2019_td,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0119-158648_Tender_158648,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0119-159098_Tender_159098,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0119-159555_Tender_159555,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0119-159656_Tender_159656,NONE,34
ocds-0c46vo-0133-001399-2019_Tender_001399-2019_td,ocds-0c46vo-0119-160373_Tender_160373,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0133-035629-2019_Tender_035629-2019_td,MEDIUM,16
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0133-030657-2019_Tender_030657-2019_td,HIGH,1
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0102-CSL_2019_Y2Lt67tu9u_Tender_CSL_2019_Y2Lt67tu9u,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0133-039801-2019_Tender_039801-2019_td,MEDIUM,7
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0133-057518-2019_Tender_057518-2019_td,MEDIUM,8
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0133-103584-2019_Tender_103584-2019_td,LOW,25
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0133-031764-2019_Tender_031764-2019_td,MEDIUM,10
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0022-FEB285546_Tender_FEB285546,LOW,26
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0133-020599-2019_Tender_020599-2019_td,MEDIUM,13
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0133-066783-2019_Tender_066783-2019_td,MEDIUM,14
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0020-britishcouncil_774_Tender_britishcouncil_774,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0133-000025-2019_Tender_000025-2019_td,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0133-000218-2019_Tender_000218-2019_td,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0133-000219-2019_Tender_000219-2019_td,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0012-305365_Tender_305365,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0012-308428_Tender_308428,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0012-310682_Tender_310682,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0012-315206_Tender_315206,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0133-000075-2019_Tender_000075-2019_td,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0133-000143-2019_Tender_000143-2019_td,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0133-000179-2019_Tender_000179-2019_td,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0133-000250-2019_Tender_000250-2019_td,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0119-158648_Tender_158648,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0119-159098_Tender_159098,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0119-159555_Tender_159555,NONE,34
ocds-0c46vo-0133-002791-2019_Tender_002791-2019_td,ocds-0c46vo-0119-159656_Tender_159656,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0133-076383-2019_Tender_076383-2019_td,HIGH,1
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0009-DN386182-1_Tender_DN386182-1,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0133-063575-2019_Tender_063575-2019_td,MEDIUM,7
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0117-146622_Tender_146622,MEDIUM,8
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0064-19-41037_Tender_19-41037,MEDIUM,9
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0133-011328-2019_Tender_011328-2019_td,MEDIUM,10
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0105-539598_Tender_539598,MEDIUM,11
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0133-009097-2019_Tender_009097-2019_td,MEDIUM,12
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0064-19-12853_Tender_19-12853,MEDIUM,15
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0102-CSL_2019_MOiruuA7k3_Tender_CSL_2019_MOiruuA7k3,MEDIUM,22
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0022-JAN279601_Tender_JAN279601,LOW,25
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0022-FEB285291_Tender_FEB285291,LOW,26
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0022-FEB285517_Tender_FEB285517,LOW,27
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0022-FEB285572_Tender_FEB285572,LOW,29
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0020-britishcouncil_774_Tender_britishcouncil_774,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0133-000025-2019_Tender_000025-2019_td,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0133-000218-2019_Tender_000218-2019_td,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0133-000219-2019_Tender_000219-2019_td,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0012-305365_Tender_305365,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0012-308428_Tender_308428,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0012-310682_Tender_310682,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0012-315206_Tender_315206,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0133-000075-2019_Tender_000075-2019_td,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0133-000143-2019_Tender_000143-2019_td,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0133-000179-2019_Tender_000179-2019_td,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0133-000250-2019_Tender_000250-2019_td,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0119-158648_Tender_158648,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0119-159098_Tender_159098,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0119-159555_Tender_159555,NONE,34
ocds-0c46vo-0133-003068-2019_Tender_003068-2019_td,ocds-0c46vo-0119-159656_Tender_159656,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0133-056853-2019_Tender_056853-2019_td,MEDIUM,16
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0133-131812-2019_Tender_131812-2019_td,HIGH,1
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0133-141597-2019_Tender_141597-2019_td,MEDIUM,17
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0119-172802_Tender_172802,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0133-064842-2019_Tender_064842-2019_td,MEDIUM,18
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0133-145294-2019_Tender_145294-2019_td,LOW,25
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0096-JAN156358_Tender_JAN156358,LOW,26
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0022-FEB284878_Tender_FEB284878,LOW,27
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0133-018927-2019_Tender_018927-2019_td,MEDIUM,12
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0096-FEB156580_Tender_FEB156580,LOW,29
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0133-117614-2019_Tender_117614-2019_td,MEDIUM,14
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0020-britishcouncil_774_Tender_britishcouncil_774,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0133-000025-2019_Tender_000025-2019_td,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0133-000218-2019_Tender_000218-2019_td,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0133-000219-2019_Tender_000219-2019_td,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0012-305365_Tender_305365,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0012-308428_Tender_308428,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0012-310682_Tender_310682,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0012-315206_Tender_315206,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0133-000075-2019_Tender_000075-2019_td,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0133-000143-2019_Tender_000143-2019_td,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0133-000179-2019_Tender_000179-2019_td,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0133-000250-2019_Tender_000250-2019_td,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0119-158648_Tender_158648,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0119-159098_Tender_159098,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0119-159555_Tender_159555,NONE,34
ocds-0c46vo-0133-003323-2019_Tender_003323-2019_td,ocds-0c46vo-0119-159656_Tender_159656,NONE,34
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0203-SE-36-18_Tender_SE2F362F18,HIGH,1
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0133-024195-2019_Tender_024195-2019_td,HIGH,2
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0178-1064691_Tender_1064691,NONE,34
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0133-013987-2019_Tender_013987-2019_td,HIGH,4
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0096-MAR156777_Tender_MAR156777,HIGH,5
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0103-189VDS0003_Tender_189VDS0003,HIGH,6
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0133-000752-2019_Tender_000752-2019_td,MEDIUM,7
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0020-centralbedfordshire_1951_Tender_centralbedfordshire_1951,MEDIUM,8
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0064-19-38543_Tender_19-38543,MEDIUM,9
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0133-030198-2019_Tender_030198-2019_td,MEDIUM,10
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0117-148586_Tender_148586,MEDIUM,11
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0133-011814-2019_Tender_011814-2019_td,MEDIUM,12
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0133-022770-2019_Tender_022770-2019_td,MEDIUM,13
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0102-CSL_2019_-4kRotf9ad_Tender_CSL_2019_-4kRotf9ad,MEDIUM,14
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0133-013408-2019_Tender_013408-2019_td,MEDIUM,15
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0096-JAN156448_Tender_JAN156448,MEDIUM,16
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0022-FEB285906_Tender_FEB285906,MEDIUM,17
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0022-FEB285436_Tender_FEB285436,MEDIUM,18
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0020-britishcouncil_795_Tender_britishcouncil_795,MEDIUM,21
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0133-016469-2019_Tender_016469-2019_td,MEDIUM,22
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0133-002084-2019_Tender_002084-2019_td,LOW,25
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0064-19-18150_Tender_19-18150,LOW,26
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0022-JAN279776_Tender_JAN279776,LOW,27
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0022-FEB285444_Tender_FEB285444,LOW,29
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0020-britishcouncil_774_Tender_britishcouncil_774,NONE,34
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0133-000025-2019_Tender_000025-2019_td,NONE,34
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0133-000218-2019_Tender_000218-2019_td,NONE,34
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0133-000219-2019_Tender_000219-2019_td,NONE,34
ocds-0c46vo-0133-003345-2019_Tender_003345-2019_td,ocds-0c46vo-0133-000222-2019_Tender_000222-2019_td,NONE,34
